fen,trait,en_passant,roque,cp
3rk2r/pp2bpp1/1np1p2p/1Q2P2P/5P2/2P3N1/PP1B2P1/R4RK1,0,1,0,10
8/3k4/8/8/2KP4/8/8/8,0,0,0,0
rnbqkbnr/pppp1ppp/4p3/3P4/8/8/PPP1PPPP/RNBQKBNR,0,1,0,-61
8/8/8/8/6Q1/5K2/7k/8,0,0,0,1
5N2/1p6/5p1k/p2ppbp1/P2PP3/5PKP/6P1/8,0,0,0,-258
r1bqkbnr/ppp1pppp/2n5/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR,1,1,0,30
2k1rb1r/ppp3pp/2n2q2/3B1b2/5P2/2P1BQ2/PP1N1P1P/2KR3R,0,0,0,-2
8/6k1/2r3p1/8/5PPp/4R2P/6K1/8,0,0,0,11
8/8/8/8/8/KN2k3/5p2/8,0,0,0,-13
2R2nk1/2P2p1p/3B4/4p1p1/p3b3/6P1/4PP1P/6K1,0,0,0,1169
r3r1k1/ppp2p1p/2n3p1/4bb2/8/1NP2N2/PP3PPP/R1B1R1K1,1,0,0,-19
r1bqk2r/ppp2pp1/2np1n1p/2b1p3/2B1P2B/2NP1N2/PPP2PPP/R2QK2R,0,1,0,-27
8/3k4/8/2K5/8/4R3/8/8,0,0,0,6
8/8/8/8/4k3/5p2/8/4K3,1,0,0,0
2rr2k1/5ppp/pb2p3/1p2P3/1P2bPnq/P1N3P1/1B2Q2P/R4R1K,1,0,0,-104
r1b2rk1/pp3p2/1q2p1pp/2npP1N1/8/4R3/PPQ2PPP/R4BK1,1,0,0,0
6k1/4r1b1/p3p3/1p1pP2r/2pP2RN/2P5/PP4R1/7K,1,0,0,25
r1bq1rk1/pp1pppbp/5np1/8/2PQ4/2N3P1/PP2PPBP/R1B2RK1,0,0,0,36
r2q1rk1/1ppb1pbp/n2p2p1/p1nPp3/2P1P1P1/2N1B2P/PP1NBP2/R2QK1R1,0,1,0,-27
7k/Pq4p1/5pQp/5P1K/6PP/8/8/8,1,0,0,13
Q7/3n2p1/4k3/4N3/8/5p2/8/2b2K2,1,0,0,39
rnbqkb1r/ppp1pppp/3p1n2/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R,0,1,0,34
8/8/8/8/8/KN2k3/8/5q2,1,0,0,-13
rnbqkbnr/pppp1ppp/8/3p4/8/8/PPP1PPPP/RNBQKBNR,1,1,0,-66
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2NP3P/PPP2PP1/R1BQK1NR,0,1,0,6
8/8/8/8/6Q1/5K2/8/7k,1,0,0,1
r1bq1rk1/1p2bppp/p1n1p3/3n4/2BP4/2N2N2/PP3PPP/R1BQR1K1,1,0,0,35
r1bqkb1r/pp2pp1p/2n3p1/2pp4/3Pn3/1P1BPN2/PBP2PPP/RN1QK2R,1,1,0,28
r1nq1rk1/1p4bp/3pbn2/2p1p1B1/2P2pPN/pPNP3P/P1BQ1P2/2KR2R1,1,0,0,117
8/8/8/8/3K1Q2/5kN1/8/8,0,0,0,0
r2qnrk1/bp1b4/p1ppn2p/2P1ppp1/1PN5/P2P2P1/1B1NPPBP/2RQ1RK1,0,0,0,214
1R6/5ppk/6n1/b2pq1Pp/2p3b1/p1P3N1/P1B2PP1/2Q3K1,1,0,0,88
3r4/1p2R1k1/p1bP4/5p1p/5P2/3B4/PP4P1/3K4,0,0,0,1
8/8/2k5/8/2KP4/8/8/8,1,0,0,0
r1b1k2r/p2n1ppp/1p2p3/q2pP3/N2p1P2/3B4/P2N2PP/R2QK2R,0,1,0,107
r7/p4kp1/1pn4p/3R4/P4b2/1Q4P1/5P1P/4qBK1,0,0,0,0
r1bqkb1r/ppp2pp1/5n1p/n2Pp3/2B5/3P1N2/PPP2PPP/RNBQK2R,0,1,0,-16
8/2k5/8/2K5/8/4R3/8/8,1,0,0,6
8/1p6/p1bR1rk1/2P1Rp1r/5P1p/3B4/PP4P1/3K4,1,0,0,345
8/p5p1/3kp1p1/PPp1np2/2P1p3/2K1P2P/4BPP1/8,0,0,0,0
3rk2r/pp2bpp1/1n2p2p/1p2P2P/5P2/2P3N1/PP1B2P1/R4RK1,1,1,0,8
r1b1k2r/1p2pp2/p1np1npb/6Qp/2B1P2P/1NN5/PPP2PP1/2KR2R1,0,1,0,6
8/8/3k1K2/8/4P3/8/8/8,0,0,0,14
2r1bN1k/p5p1/1pB5/5R2/2P5/P2Pb1PP/1B5K/R7,0,0,0,590
1k4r1/1Np5/p2p2pp/1q2r3/7P/1PQ5/5PP1/3R1RK1,0,0,0,-49
r2q1rk1/ppp3bp/n2p1N2/3P1b2/1PP5/1QN1B2P/P3BP2/2KR3R,0,0,0,138
2k1rb1r/ppp3pp/2n5/3B1b2/5P2/2q1BQ2/PP1N1P1P/2KR3R,1,0,0,-1
8/K1k5/8/1P6/8/8/8/8,0,0,0,12
r1bqkbnr/ppp1pppp/2n5/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR,0,1,0,35
rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R,0,1,0,11
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R,0,1,0,6
8/8/8/8/1N2pk2/p7/K7/8,1,0,0,0
r3k1nr/pppb3p/2nb1pp1/1B1N4/3pqP1Q/1P6/PBPPN1PP/R3K2R,1,1,0,-30
rnbqkb1r/pp1p1ppp/4pn2/2P5/1PP5/8/P3PPPP/RNBQKBNR,0,1,0,-37
8/8/8/8/1K6/1N2k3/8/5q2,0,0,0,-12
6k1/4r1b1/p3p3/1p1pP2r/2pP2RN/2P5/PP4R1/6K1,0,0,0,18
8/8/2k5/3P4/2K5/8/8/8,0,0,0,0
rnbqkbnr/pppp1ppp/8/3Q4/8/8/PPP1PPPP/RNB1KBNR,0,1,0,-65
r1b1r1k1/ppp2pbp/n4np1/4p1B1/2P1P3/2N2N2/PP2BPPP/2KR3R,1,0,0,3
r2qk2r/3n2p1/1pp1pP2/3p2b1/P2P1nBp/1NB4P/1PP2P2/R3QR1K,0,1,0,25
rnbqkb1r/p3pppp/2p2n2/8/p1PP4/4PN2/5PPP/RNBQKB1R,0,1,0,121
rnbqkb1r/ppp2ppp/5n2/4p3/2pPP3/2N5/PP3PPP/R1BQKBNR,1,1,0,-22
r1bqk2r/pp2bppp/2n1pn2/6B1/2BP4/2N2N2/PP3PPP/R2QK2R,0,1,0,-23
r1bqk2r/pppp1ppp/5n2/n1b1p3/2B1P3/2NP3P/PPP2PP1/R1BQK1NR,1,1,0,13
1q2r1k1/5pbp/4pnp1/2NbN3/1p3QP1/1P5P/1rR3BK/3R4,1,0,0,-546
2r2k1r/1p2pp2/p2pb1p1/6Pp/3RPP2/2N1n3/PPP1B1P1/2K2R2,1,0,0,25
2k1rb1r/ppp3pp/2n5/3B1b2/5P2/2P1BQ2/P2N1P1P/2KR3R,0,0,0,-1
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R,1,1,0,21
r1bqk1nr/pppn1pbp/3p2p1/4p3/3P4/4PN1P/PPP2PPB/RN1QKB1R,0,1,0,0
2rqkb1r/pp2ppp1/2n2nbp/1BppN3/6PP/1P2P3/PBPP1P2/RN1QK2R,1,1,0,134
r2q1r1k/1ppb2bp/n2p4/2nPpp2/p1P1P3/P1N1B2P/1PQNBP2/R3K1R1,1,1,0,-7
3k4/7R/p2P4/2p1b3/8/2P3rB/P4r2/1K2R3,1,0,0,789
rnbqk1nr/1p3ppp/p2b4/3p4/2pP4/2P2N2/PPB2PPP/RNBQK2R,1,1,0,34
r2q1rk1/pb1nbppp/1pp1pn2/3p4/2PPP3/5NP1/PPQN1PBP/R1BR2K1,0,0,0,26
8/8/3k4/3P4/2K5/8/8/8,1,0,0,0
rnbqkbnr/pppp1ppp/8/8/2B1Pp2/8/PPPP2PP/RNBQK1NR,0,1,0,-61
8/p5p1/3kp3/PPp1npp1/2P1p3/2K1P2P/4BPP1/8,1,0,0,0
1k4r1/1qp5/p2p2pp/4r3/7P/1PQ5/5PP1/3R1RK1,1,0,0,-53
r1b2rk1/pp3N2/1q2p1pp/2npP3/8/4R3/PPQ2PPP/R4BK1,0,0,0,0
3r4/1p2R3/p1bP1k2/5p1p/5P2/3B4/PP4P1/3K4,1,0,0,7
r3r1k1/ppp2p1p/2n3p1/4bb2/8/1NP1BN2/PP3PPP/R3R1K1,0,0,0,-19
r7/p3k1p1/1pn4p/3R4/P4b2/1Q4P1/5P1P/4qBK1,1,0,0,0
1kr2r2/ppp4p/3pb1p1/1q2p3/3bPP2/6P1/PPP3BP/1KBRQR2,1,0,0,-36
8/6k1/6p1/8/2r2PPp/4R2P/6K1/8,1,0,0,0
r4r1k/ppn2Bpp/4b1N1/4P3/3p1R2/1P6/P1P3PP/R5K1,0,0,0,1
r1bq1rk1/pp2ppbp/3p1np1/8/2P5/2NQ2P1/PP2PPBP/R1B2RK1,0,0,0,46
rnbqkb1r/pppp1ppp/5n2/3Q4/8/8/PPP1PPPP/RNB1KBNR,1,1,0,-53
r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR,1,1,0,35
8/8/8/8/1K6/1N2k3/8/1q6,1,0,0,-12
5N2/1p6/5p1k/p3pbp1/P2PP3/6KP/6P1/8,0,0,0,-402
6k1/5rb1/p3p3/1p1pP2r/2pP2RN/2P5/PP4R1/6K1,1,0,0,29
rnbqkb1r/pppp1ppp/4pn2/8/3P4/5N2/PPP1PPPP/RNBQKB1R,1,1,0,14
r2q1rk1/pb1nbppp/1pp1pn2/8/2PPp3/5NP1/PPQN1PBP/R1BR2K1,1,0,0,49
3r4/pp4pk/7p/8/1B1n4/P4R2/5PPP/2R3K1,1,0,0,577
7r/p1q1kp2/2p1pp2/2p2B2/8/8/PPPP3P/R1BQR1K1,0,0,0,-6
8/8/3k4/3P4/3K4/8/8/8,0,0,0,0
8/1pB5/p1p5/5k2/PP4p1/2PK3r/8/8,1,0,0,-673
n7/6p1/4k3/4N3/8/5p2/8/2b2K2,1,0,0,-624
8/5ppk/6n1/1R1p2Pp/2p3b1/p1b1P1N1/P1B3P1/6K1,0,0,0,90
1r2kb1r/pBpn1ppp/4p3/5b2/Q1pq4/6P1/PP1NPP1P/R1B2RK1,1,1,0,289
8/2k5/8/2K5/8/3R4/8/8,0,0,0,5
r1bq1rk1/ppp2pp1/2np1n1p/2b1p3/2B1P2B/2NP1N2/PPP2PPP/R2QK2R,1,1,0,15
8/8/8/8/4pk2/p7/K1N5/8,0,0,0,0
8/6k1/6p1/8/2r2PPp/4RK1P/8/8,0,0,0,13
2r1r2k/8/7Q/4N1p1/P7/1q5P/5PP1/4R1K1,0,0,0,13
rnbqkbnr/1p3ppp/p7/2pp4/3P4/2P2N2/PP3PPP/RNBQKB1R,1,1,0,34
r4r1k/ppn2Bp1/4b1p1/4P3/3p1R2/1P6/P1P3PP/R5K1,1,0,0,1
8/8/8/8/2K5/1N2k3/8/1q6,0,0,0,-12
r1b2r2/pp3k2/1q2p1pp/2npP3/8/4R3/PPQ2PPP/R4BK1,1,0,0,0
r2qnrk1/bp1b4/p1p1n2p/2p1ppp1/1PN5/P2P2P1/1B1NPPBP/2RQ1RK1,1,0,0,225
8/3k4/5K2/8/4P3/8/8/8,1,0,0,14
r1bqk1nr/ppp1bppp/2n1p3/3p4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R,1,1,0,62
8/3k4/8/3P4/3K4/8/8/8,1,0,0,0
5rk1/pp1b1ppp/1q2p3/3pP3/1B3Pn1/3B1N2/P2KQ1PP/RNr2R2,0,0,0,-481
r1bq1k1r/ppp1npb1/2n2Bpp/3Np3/2P1P3/5N2/PP3PPP/R2QKB1R,1,0,0,75
1k4r1/1qp5/p2p2pp/4r3/3R3P/1PQ5/5PP1/5RK1,0,0,0,-30
8/3b1k2/1p2Np2/p2Pp1P1/4P3/6P1/5K2/8,1,0,0,-182
8/1k6/8/2K5/8/3R4/8/8,1,0,0,5
2rqkb1r/pp2p1p1/2n2npp/1Bpp4/6PP/1P2P3/PBPP1P2/RN1QK2R,1,1,0,127
r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R,1,1,0,18
3r4/6k1/2bPR3/pp3p2/5P1p/P2B4/1P3KP1/8,0,0,0,346
3r4/1p6/p1bP1k2/4Rp1p/5P2/3B4/PP4P1/3K4,0,0,0,8
r1b2rk1/1p2bppp/p1nppn2/q7/2P1P3/N1N1B3/PP2BPPP/R2Q1RK1,0,0,0,29
r1bq1rk1/pp3ppp/2n1pn2/2pp4/3P4/2PBPNP1/PP1N1PP1/R2QK2R,0,1,0,30
rnbqkbnr/pp3ppp/8/2pp4/3P4/2P2N2/PP3PPP/RNBQKB1R,0,1,0,17
rnbqkbnr/ppp2ppp/8/3p4/2B1Pp2/8/PPPP2PP/RNBQK1NR,1,1,0,-27
r2qk2r/6p1/1pp1pn2/3p2b1/P2P1nBp/1NB4P/1PP2P2/R3QR1K,1,1,0,26
q7/6Q1/2p2p1P/3p1kp1/PP2bPB1/7P/5K2/8,0,0,0,1
r1bq1rk1/1p2bppp/p1n1p3/3n4/3P4/1BN2N2/PP3PPP/R1BQR1K1,0,0,0,25
7K/8/1Q6/8/8/8/1pk5/8,1,0,0,22
8/8/8/8/2K5/1N2k3/2q5/8,1,0,0,-10
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R,0,1,0,15
r1b2r2/pp3k2/1q2p1pp/2npP3/8/5R2/PPQ2PPP/R4BK1,0,0,0,0
3rqrk1/p1p2ppp/2P2n2/8/1b4b1/2N5/PPP1BPPP/R1B1QRK1,0,0,0,-298
2r2k1r/1p2pp2/p2pb1p1/6Pp/3RPP2/2N1nR2/PPP1B1P1/2K5,0,0,0,22
8/3k4/5K2/4P3/8/8/8/8,0,0,0,13
8/1P4kp/8/PB6/3P4/7P/6P1/1b4K1,0,0,0,10
6k1/5rb1/p3p3/1p1pP2r/2pP2R1/2P2N2/PP4R1/6K1,0,0,0,20
8/p5p1/P2kp3/1Pp1n1p1/2P1pp2/2K1P1PP/4BP2/8,0,0,0,0
r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R,0,1,0,18
8/8/5p2/3P1kpp/8/1r4P1/3R1K1P/8,0,0,0,0
r1b2rk1/3nppbp/p2p2p1/Q1p5/2pPP3/5P2/PP2N1PP/1K3B1R,1,0,0,-86
2b2nk1/2P2p1p/3B4/4p1p1/p3p3/6P1/4PPBP/6K1,1,0,0,129
rnbqkbnr/ppp2ppp/8/3B4/4Pp2/8/PPPP2PP/RNBQK1NR,0,1,0,-42
6k1/8/6K1/6P1/8/8/8/8,1,0,0,14
r1b2r2/pp4k1/1q2p1pp/2npP3/8/5R2/PPQ2PPP/R4BK1,1,0,0,0
8/8/8/8/1K6/1N2k3/2q5/8,0,0,0,-10
r1bqkb1r/ppp2pp1/5n1p/3Pp3/2n5/3P1N2/PPP2PPP/RNBQK2R,1,1,0,0
rnbqkb1r/pppp1ppp/5n2/8/8/5Q2/PPP1PPPP/RNB1KBNR,0,1,0,-98
8/1P4kp/8/PB6/3Pb3/7P/6P1/6K1,1,0,0,8
8/1p4pk/7p/p2r4/1B1n4/P3R2P/5PP1/2R3K1,1,0,0,583
r2q1rk1/pb1nbpp1/1pp1pn1p/8/2PPNB2/5NP1/PPQ2PBP/R2R2K1,0,0,0,82
8/p5p1/3kp3/PPp1n1p1/2P1pp2/2K1P1PP/4BP2/8,1,0,0,408
2rr2k1/5ppp/pb2p3/1p2P3/1P2NPnq/P5P1/1B2Q2P/R4R1K,0,0,0,-129
rn2k1nr/ppp2ppp/3b4/3P4/5pbq/2N2N2/PPPPK1PP/R1BQ1B1R,1,1,0,-141
1R6/5ppk/4q1n1/b2pB1Pp/2pP2b1/p1P3N1/P1B1rPP1/2Q3K1,0,0,0,78
rnb1kb1r/ppp2ppp/8/4P3/2p1P1n1/2N5/PP3PPP/R1BK1BNR,1,1,0,-72
r1br2k1/1p2bppp/p1nppn2/q7/2P1P3/N1N1B3/PP2BPPP/R2Q1RK1,1,0,0,23
3r4/1p1b4/p2P1k2/4Rp1p/5P2/3B4/PP4P1/3K4,1,0,0,5
4k3/8/5K2/4P3/8/8/8/8,1,0,0,13
rnb1kbnr/ppp2ppp/8/3B4/4Pp1q/8/PPPP2PP/RNBQK1NR,1,1,0,-25
2r1r2k/8/8/4N1pQ/P7/1q5P/5PP1/4R1K1,0,0,0,14
8/1p4pk/7p/p1Rr4/1B1n4/P3R2P/5PP1/6K1,0,0,0,632
r1b1k2r/1p2ppb1/p1np1np1/6qp/2B1P3/1NN5/PPPQ1PPP/2KR2R1,1,1,0,17
2k5/6R1/p2P4/2p1b3/8/2P4r/P4r2/1K2R3,1,0,0,-448
5n2/P4k2/6p1/3N4/8/5p2/8/2b2K2,0,0,0,601
2r2k1r/1p2pp2/p2pb1p1/6Pp/3RPP2/2N2R2/PPP1B1n1/2K5,1,0,0,41
8/4k3/8/3PK3/8/8/8/8,1,0,0,0
1br1rnk1/4q1p1/p1p1pnp1/1pPpNp2/PP1P1P2/4P1P1/1BQ1B2P/2R2RK1,1,0,0,95
rnbqkb1r/ppp1pp2/3p1np1/7p/3PP2P/2N5/PPP2PP1/R1BQKBNR,1,1,0,50
8/6p1/6k1/4K1N1/8/8/8/8,1,0,0,0
rnbqkb1r/1p1p1ppp/4pn2/p1P5/1PP5/8/P3PPPP/RNBQKBNR,1,1,0,-46
r1bqkb1r/pp1n1ppp/2p1pn2/8/2BPN3/5N2/PPP1QPPP/R1B1K2R,0,1,0,51
3rk2r/pp2bpp1/1np1p2p/q3P2P/5P2/2PQ2N1/PP1B2P1/R4RK1,1,1,0,10
r2q1rk1/1ppb1pbp/n2p2p1/p1nPp3/2P1P1P1/2N1BN1P/PP2BP2/R2QK1R1,1,1,0,12
8/8/8/8/1K2q3/1N2k3/8/8,1,0,0,-12
r1bqkb1r/1p1npppp/p4n2/3P4/8/2N2N2/PP1P1PPP/R1BQKB1R,1,1,0,35
6k1/1p1b3p/2pp2p1/p7/2Pb2Pq/1P1PpK2/P1N3RP/1RQ5,0,0,0,-4
rnbqk2r/pp3ppp/4pn2/1Bbp4/8/2N1PN2/PPP2PPP/R1BQK2R,0,1,0,-65
rnbqkb1r/ppp2ppp/5n2/3p4/8/5Q2/PPP1PPPP/RNB1KBNR,1,1,0,-109
r3r1k1/ppp2p1p/2nb2p1/5b2/8/1NP1BN2/PP3PPP/R3R1K1,1,0,0,-30
2rqk2r/3bbpp1/p2p1n1p/1p1NpP2/4P3/1N1Q2P1/PPP4P/1K1R1B1R,0,1,0,-14
2r1Q1k1/5ppp/8/8/8/8/5PPP/4R1K1,0,0,0,1
4k3/8/4K3/4P3/8/8/8/8,0,0,0,12
r1bq1rk1/1p2ppbp/p2p1np1/8/2P5/2NQ2P1/PP2PPBP/R1B2RK1,1,0,0,35
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR,1,1,0,21
rnb1k2r/1p2ppb1/p2p1np1/q5Bp/2BNP3/2N5/PPPQ1PPP/2KR2R1,0,1,0,47
8/1r6/5p2/3P1kpp/8/6P1/3R1K1P/8,1,0,0,0
rnbqkb1r/pp2pppp/3p1n2/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R,1,1,0,14
r1b2R2/pp4k1/1q2p1pp/2npP3/8/8/PPQ2PPP/R4BK1,0,0,0,0
rn2k1nr/ppp2ppp/3b4/3P4/3P1pbq/2N2N2/PPP1K1PP/R1BQ1B1R,0,1,0,-163
r2qkb1r/ppp1pppp/2n2n2/3p4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R,1,1,0,27
r1b1k2r/1p2ppb1/p1np1np1/6Qp/2B1P3/1NN5/PPP2PPP/2KR2R1,0,1,0,13
rnbq1rk1/pp1pppbp/5np1/2p3B1/3P4/2PBPN2/PP3PPP/RN1QK2R,0,1,0,-52
rnb1kbnr/ppp2ppp/8/3B4/4Pp1q/8/PPPP2PP/RNBQ1KNR,0,1,0,-28
r2qk2r/6p1/1pp1Bn2/3p2b1/P2P1n1p/1NB4P/1PP2P2/R3QR1K,0,1,0,-12
r3k2r/pp2bpp1/1np1p2p/q3P2P/5P2/2PQ2N1/PP1B2P1/R4RK1,0,1,0,0
r1bq1rk1/4bppp/p1n1p3/1p1n4/3P4/1BN2N2/PP3PPP/R1BQR1K1,1,0,0,35
3R4/2r2pk1/5np1/1p2p3/1P2P1P1/1K3P2/2P5/2B5,1,0,0,488
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/3P4/PPP2PPP/RNBQKBNR,1,1,0,0
4r1k1/5ppp/8/8/8/8/5PPP/4R1K1,1,0,0,1
r2q1rk1/pbp3pp/1p1b4/3N1p2/2B5/P3PPn1/1P3P1P/2RQK2R,1,1,0,4
rnbqkb1r/1p1p1ppp/4pn2/pPP5/2P5/8/P3PPPP/RNBQKBNR,0,1,0,-48
r3k2r/pp2bpp1/1np1p2p/q3P2P/5P2/2PQ2N1/PP1B2P1/R3K2R,1,1,0,11
r1bq1k1r/ppp1Bpb1/2n3pp/3Np3/2P1P3/5N2/PP3PPP/R2QKB1R,0,0,0,86
r1b2k2/pp6/1q2p1pp/2npP3/8/8/PPQ2PPP/R4BK1,1,0,0,0
3r4/1p1b4/p2P1k2/4Rp1p/2B2P2/8/PP4P1/3K4,0,0,0,2
8/1k1R4/8/2K5/8/8/8/8,0,0,0,4
4K3/1k2P3/1p6/pBn5/P7/4r3/5p2/2R5,0,0,0,-3
8/1P4kp/8/PB1P4/4b3/7P/6P1/6K1,0,0,0,9
3k4/8/4K3/4P3/8/8/8/8,1,0,0,12
2r1r3/6k1/8/4N1pQ/P7/1q5P/5PP1/4R1K1,1,0,0,14
5n2/P4k2/6p1/3N2b1/8/5p2/8/5K2,1,0,0,682
rnb1k1nr/ppp2ppp/3b4/3B4/4Pp1q/8/PPPP2PP/RNBQ1KNR,1,1,0,-15
r1b1k2r/1p2ppb1/p1np1np1/q5Bp/2B1P3/1NN5/PPPQ1PPP/2KR2R1,0,1,0,17
8/1r6/3P1p2/5kpp/8/6P1/3R1K1P/8,0,0,0,0
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R,1,1,0,17
r1b1k2r/1p2pp2/p1np1npb/6Qp/2B1P3/1NN5/PPP2PPP/2KR2R1,1,1,0,14
2k5/3R4/8/2K5/8/8/8/8,1,0,0,4
rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR,0,1,0,51
r1bqk2r/pppp1ppp/5n2/n1b1p3/2B1P3/2NP1Q1P/PPP2PP1/R1B1K1NR,0,1,0,0
r3kb1r/pp3pp1/1np1p2p/q3P2P/8/2PQ2N1/PP1B1PP1/R3K2R,1,1,0,3
rnbqkb1r/p3pppp/2p2n2/1P6/3P4/1p2PN2/5PPP/RNBQKB1R,0,1,0,66
r2qkb1r/ppp1pppp/2n5/8/2B1P1b1/2P2N2/P2P1PPP/R1BQK2R,0,1,0,39
q5k1/5pp1/8/1p2P3/2p4p/2P4r/1P3KQ1/1N3R2,0,0,0,-14
4K3/1k2P3/1p6/pBn5/P7/8/5p2/2R1r3,1,0,0,-4
8/1pB5/p1p5/5k2/P5pr/1PPK4/8/8,1,0,0,-668
r1bq1rk1/1pp2pp1/1pnp1n1p/4p3/2B1P2B/3P1N2/PPP2PPP/R2QK2R,1,1,0,11
1r2kb1r/pBpn1ppp/4p3/5b2/Q1pq4/5NP1/PP2PP1P/R1B2RK1,0,1,0,283
3k4/5K2/8/4P3/8/8/8/8,0,0,0,11
rnbqkb1r/pp2pppp/3p1n2/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQK2R,0,1,0,0
Q4n2/5k2/6p1/3N2b1/8/5p2/8/5K2,0,0,0,835
2r1r3/6k1/8/4N1Q1/P7/1q5P/5PP1/4R1K1,0,0,0,13
r1k4r/ppp1b3/2n1q3/6B1/3p2p1/8/PPP1KPPP/R7,1,0,0,-11
3rqrk1/p1p2ppp/2P2n2/8/6b1/2b5/PPP1BPPP/R1B1QRK1,1,0,0,-286
3r4/2R2b2/3P1k2/pB3p2/5P1p/P7/1P3KP1/8,0,0,0,497
5rk1/pp1b1ppp/1q2p3/3pP3/1B3Pn1/3B1N2/P2KQ1PP/RN3r2,1,0,0,-414
3N4/3b4/1p3pk1/p2Pp1P1/4P3/6P1/5K2/8,1,0,0,-65
r1bq1rk1/5pp1/2nb1n1p/pp1p4/2pP3B/2P2N1P/PPB2PP1/RN1QR1K1,1,0,0,61
rnbqk2r/ppp2ppp/8/2bNp3/2B1nP2/8/PPPP2PP/R1BQK1NR,1,1,0,-26
8/1r6/3Pkp2/6pp/8/6P1/3R1K1P/8,1,0,0,0
