fen,trait,en_passant,roque,cp
3qr2Q/p1r1kpp1/1p2pb2/nP1bN3/3PN3/P6R/5PPP/R5K1,1,0,0,-392
8/8/8/8/3k4/K1q5/1N6/8,1,0,0,-6
8/p1k3p1/P3p3/1Pp1n1p1/2P1ppB1/2K1P1PP/5P2/8,0,0,0,0
4QK2/1k6/1p6/p1n5/P7/8/8/2r2B2,0,0,0,-6
r3kbnr/pp3ppp/2n1p3/2ppP3/Nq1P1B2/2P2N2/PP3PPP/R2QR1K1,0,1,0,113
rnb1kb1r/ppp1pp1p/5np1/3q4/3P4/2NQ4/PP2PPPP/R1B1KBNR,0,1,0,50
rnb1kbnr/ppp1pppp/8/4q3/8/2N5/PPPPBPPP/R1BQK1NR,0,1,0,67
r2q1r1k/pbp3p1/1p1b2p1/5p2/2B5/P3PPn1/1P3P1P/2RQK2R,1,1,0,2
2k5/8/1K6/8/8/8/8/3R4,0,0,0,1
8/6PK/5k2/8/8/8/8/6r1,1,0,0,0
k1r5/p7/1qb1P3/3p1p2/5P2/P1Q5/1BP3PP/4K2R,0,0,0,82
8/8/3k4/8/8/2BBK3/8/8,1,0,0,13
r2r2k1/4q2p/2p1b1pB/p1Pn1pN1/Rb2p2P/1Q4P1/4PPB1/2R3K1,0,0,0,-96
r4rk1/pp1nnppp/3b4/P1pP4/3P1pbq/2N2N2/1PP1K1PP/R1BQ1B1R,1,0,1,-373
4QK2/1k6/1p6/p1n5/P7/8/8/5r2,1,0,0,-5
4r2k/8/6Q1/4N3/P3R3/1q5P/5PP1/2r3K1,1,0,0,10
r1bqk2r/pp2bppp/4pn2/n5B1/2pP4/2N2N2/PP2BPPP/R2Q1RK1,1,1,0,-12
r2q1rk1/1pp2pp1/1pnpbn1p/4p3/2B1P2B/P2P4/1PPN1PPP/R2QK2R,0,1,0,10
q5k1/5pp1/8/1pb1P3/2p4p/2P2r1P/1P3PQ1/1N3R1K,0,0,0,-13
r2qr1k1/5pp1/p2pb2p/nppN4/4PQ2/1B4RP/PPP2PP1/R5K1,0,0,0,-3
3rqrk1/p1p2ppp/2P2n2/8/8/2P5/P1P1bPPP/R1B1QRK1,1,0,0,-468
5k2/p1p2pp1/7p/2r5/8/BP3P2/P1P3PP/1K6,0,0,0,902
1k6/8/1K6/8/8/8/8/3R4,1,0,0,1
rnbq1rk1/ppppppbp/5np1/6B1/3P4/3BPN2/PPP2PPP/RN1QK2R,0,1,0,0
1R6/4q1pk/5pn1/b2pB1Pp/2pP2b1/p1P5/P1B1rPP1/1Q3NK1,0,0,0,339
r3kbnr/pp3ppp/2n1p3/2ppP3/Nq1P1B2/5N2/PPP2PPP/R2QR1K1,1,1,0,122
2r2k1r/1p2pp2/p2pb3/5pPp/3RP3/2N2R2/PPP1B1n1/2K5,1,0,0,64
8/8/8/8/3k4/2q5/KN6/8,0,0,0,-6
4Q1K1/1k6/1p6/p1n5/P7/8/8/5r2,0,0,0,-5
2bq1rk1/2b2pp1/r1n2n1p/pp1pN3/2pP3B/2P4P/PPBN1PP1/R2QR1K1,1,0,0,74
1R6/4q1pk/6n1/b2pp1Pp/2pP2b1/p1P5/P1B1rPP1/1Q3NK1,1,0,0,1
8/2n5/2k5/8/2K2Q2/8/8/8,1,0,0,11
4r2k/8/6Q1/4N3/P3R3/1q5P/5PPK/2r5,0,0,0,9
5N2/1p6/7k/p3Ppp1/P3b3/6KP/6P1/8,1,0,0,-303
6k1/3qb1pp/4p3/ppp1P3/8/2PP1Q2/PP4PP/5RK1,1,0,0,3
8/8/8/8/5k2/5p2/5K2/8,0,0,0,0
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2NP3P/PPP2PP1/R1BQK1NR,1,1,0,20
k1r5/pb6/1q2P3/3p1p2/3Q1P2/P7/1BP3PP/4K2R,0,0,0,82
2r2k1r/1p2pp2/p2pbnpb/6Qp/3RPP1P/2N5/PPP1B1P1/2K3R1,0,0,0,45
5k2/2p2pp1/p6p/2r5/8/BP3P2/P1P3PP/1K6,1,0,0,777
7K/8/8/8/8/Q7/1pk5/8,1,0,0,21
2r2k1r/1p2pp2/p2pb3/5PPp/3R4/2N2R2/PPP1B1n1/2K5,0,0,0,72
5rk1/3Q1p2/6p1/P5r1/R1q1n3/7B/7P/5R1K,0,0,0,-2
1Kb5/2Pnk3/2B5/4Bppp/8/p5P1/4PP1P/8,1,0,0,564
r1kr4/p1p1b3/4q3/1p4B1/1n4p1/1PK5/P1P2PPP/R7,0,0,0,-1
r2q1rk1/4bppp/p1n1b3/1p1p4/3P4/1B3N1P/PP3PP1/R1BQR1K1,1,0,0,20
6k1/1b3ppp/pb2p3/1p2P3/1P2BPnP/P1r5/1B1rQ2P/R4R1K,1,0,0,-7
rnbqk2r/ppp2ppp/5n2/2bp4/3NP3/2N5/PPP2PPP/R1BQKB1R,1,1,0,27
4Q1K1/1k6/1p6/p1n5/P4r2/8/8/8,1,0,0,-7
8/4k3/8/8/8/4PK2/8/8,0,0,0,0
8/5k2/1p6/p2Pp1N1/b3P3/6P1/5K2/8,0,0,0,-433
8/5ppk/6n1/R5P1/2p3bp/p3b3/P1B1N1P1/5K2,0,0,0,201
r3k2r/1p2p3/p2ppnpb/4n1Qp/5P1P/1NN5/PPP3P1/2KR2R1,0,1,0,284
4k3/1p6/2p1p3/p1Pp4/P2PpP1p/1P2P1rP/5K2/6R1,0,0,0,-232
k1r5/pb6/2q1P3/3p1p2/3Q1P2/P7/1BP3PP/4K2R,1,0,0,84
5N2/1p6/4P2k/p4pp1/P3b3/6KP/6P1/8,0,0,0,-435
R4nk1/6p1/8/5pb1/P1pN2bp/8/2B3P1/5K2,0,0,0,382
8/8/8/8/1q1k4/8/KN6/8,1,0,0,-5
8/8/8/8/4k3/5p2/5K2/8,1,0,0,0
r3k1nr/1ppq2pp/p1pb1p2/4p3/3PP1b1/2P2N2/PP1N1PPP/R1BQR1K1,0,1,0,11
r3kbnr/pp3ppp/2n1p3/q1ppP3/N2P1B2/2P2N2/PP3PPP/R2QR1K1,1,1,0,123
r1bqk2r/pp2bppp/2nppn2/2p5/2B1P3/2NP1N2/PPP2PPP/R1BQR1K1,0,1,0,-10
4k3/8/8/8/4P3/8/8/4K3,0,0,0,0
r2q1rk1/pp2bpp1/2p1pn1p/P2n4/2NP3B/2NQP3/1P3PPP/R3K2R,1,1,0,-2
r2q1rk1/pb1nbpp1/1p2pn1p/2p5/2PPNB2/5NP1/PPQ2PBP/R2R2K1,1,0,0,75
1rb2rk1/3nppbp/p2p2p1/Q1p5/2BPP3/5P2/PP4PP/1KN4R,0,0,0,-157
8/p1k3p1/P3p3/1Pp1n3/2P1pP2/2K4P/4BP2/8,0,0,0,456
8/8/1p3k2/p2Pp1N1/b3P3/6P1/5K2/8,1,0,0,-461
r3r1k1/pppb1p1p/3b2p1/8/3N4/2P1B3/PP3PPP/R3R1K1,1,0,0,-18
8/3B4/8/8/8/2K1k3/7P/8,1,0,0,13
r4rk1/3nppbp/b2p1np1/q1pP4/8/2N2NP1/PP1BPPBP/R2QR1K1,0,0,0,37
r2qnrk1/bp1b4/p1p1n2p/2p1Npp1/1P6/P2P2P1/1B1NPPBP/2RQ1RK1,0,0,0,219
r5k1/1b2rpp1/p2P4/1p5Q/1P1b4/P7/6PP/5RK1,1,0,0,-406
6r1/p3kp2/2p1pp2/2p2B2/5q2/8/PPPP4/R1BQR1K1,1,0,0,-11
8/8/8/3k4/B7/8/4N3/4K3,1,0,0,9605
6K1/1k2Q3/1p6/p1n5/P4r2/8/8/8,0,0,0,-7
8/8/4np2/4pk1p/RN5P/PPr1KP2/8/8,1,0,0,-224
7r/1p4k1/p1bR1r2/2P2p2/5P1p/3B4/PP4P1/3KR3,1,0,0,121
1Q6/6kp/8/PB6/3Pb3/7P/6P1/6K1,0,0,0,7
r5k1/1b1nqpbp/5np1/1p2p3/4P3/3BBNNP/1P1Q1PP1/3R2K1,0,0,0,52
2kr2nr/1ppq2pp/p1pb1p2/4p3/3PP1b1/2P2N2/PP1N1PPP/R1BQR1K1,1,0,0,8
7K/8/8/8/8/8/Qp6/2k5,1,0,0,20
k1r5/pb6/2q1P3/3p1p2/3Q1P2/P7/1BP3PP/4KR2,0,0,0,109
rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR,0,1,0,-19
1r1r2k1/4q2p/2p1b1pB/p1Pn1pN1/Rb2p2P/1Q4P1/4PPB1/2R3K1,1,0,0,-16
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR,1,1,0,11
2b5/1p6/p2r1k2/4Rp2/2B2P1p/2K5/PP4P1/8,1,0,0,0
r2qk2r/6p1/1pp1B3/3p2b1/P2P3p/1NB2PnP/1PP1nK2/R3QR2,0,1,0,-424
5N2/1p6/2b1P2k/p4pp1/P7/6KP/6P1/8,1,0,0,-348
r2q1r1k/pbp3p1/1p1b2p1/5p2/2B5/P3PPP1/1P3P2/2RQK2R,0,1,0,1
r3kb1r/pppbqppp/2np1n2/1B2P3/3P4/5N2/PP3PPP/RNBQK2R,1,1,0,123
rnbqkbnr/ppp2pp1/3p3p/8/2B1Pp2/1P3N2/P1PP2PP/RNBQK2R,0,1,0,-76
r1bqk2r/pp1nbppp/2p1pn2/3p4/3P1B2/2P1PN2/PP1N1PPP/R2QKB1R,1,1,0,52
6K1/4Q3/1pk5/p1n5/P4r2/8/8/8,1,0,0,-3
8/2nk4/5Q2/8/2K5/8/8/8,1,0,0,10
8/8/8/8/1q1k4/8/K7/3N4,0,0,0,-5
4r2k/8/6Q1/4N3/P3R3/7P/5PPK/1qr5,1,0,0,1
r3kbnr/pp3ppp/2n1p3/q1NpP3/3P1B2/2P2N2/PP3PPP/R2QR1K1,0,1,0,76
6k1/1p5p/2pp2p1/p7/2Pb2bq/1P1PpK2/P1N3RP/1RQ5,1,0,0,-3
1R6/4q1pk/5pn1/b2pB1Pp/2pP2b1/p1P5/P1r2PP1/1Q3NK1,1,0,0,364
r4rk1/pp1nnppp/3b4/PNpP4/3P1pbq/5N2/1PP1K1PP/R1BQ1B1R,0,0,0,-377
r2q1k1r/ppp1npb1/1N2b1pp/4p3/2P1P3/5N2/PP3PPP/R2QKB1R,1,0,0,92
2r2k1r/1p1bpp2/p2p4/5PPp/3R4/2N2R2/PPP1B1n1/2K5,1,0,0,64
4k2r/p2n1ppp/Npr1p3/3pP3/3p1P2/8/P2N2PP/R3K2R,0,1,0,-24
3K4/1kP5/8/8/8/8/8/8,0,0,0,8
rnb1r1k1/pp3pbp/2p3p1/3Pp1B1/4P3/5N2/PP2BPPP/R3K2R,1,1,0,6
r4r1k/pbp3p1/1p1b2p1/5p2/2B4q/P3PPP1/1P3P2/2RQK2R,1,1,0,1
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R,0,1,0,0
rnbqk2r/1p1p1ppp/4pn2/pPb5/2P5/8/P3PPPP/RNBQKBNR,1,1,0,-35
8/8/3k4/3B4/2NK4/8/8/8,0,0,0,18
6R1/7K/5k2/8/8/8/8/6r1,0,0,0,-1
k1r5/pb6/4q3/3p1p2/3Q1P2/P7/1BP3PP/4KR2,1,0,0,130
6k1/1p5p/2pp2p1/p7/2Pb2Rq/1P1PpK2/P1N4P/1RQ5,0,0,0,-3
rnbqkbnr/ppp2ppp/8/3pp3/8/1P4P1/P1PPPPBP/RNBQK1NR,0,1,0,-44
8/5b2/2B2k2/p4p2/5P1p/P7/1P3KP1/8,0,0,0,621
r1bqk2r/pp2bppp/4pn2/n5B1/2BP4/2N2N2/PP3PPP/R2Q1RK1,0,1,0,-39
2kr3r/1ppqn1pp/p1pb1p2/4p3/3PP1b1/2P2N2/PP3PPP/R1BQRNK1,1,0,0,-8
8/8/1p3b2/8/4kp2/R7/PP5P/2K5,0,0,0,585
r2qnrk1/bp1b4/p1p1n2p/4Npp1/1p6/P2P2P1/1B1NPPBP/2RQ1RK1,1,0,0,232
r4rk1/ppp3bp/n2p1q2/3P1b2/1PP5/1QN1B2P/P2KBP2/3R3R,0,0,0,81
2r2k1r/1p2pp2/p2pb1p1/6Pp/3RPPn1/2N5/PPP1B1P1/2K2R2,0,0,0,30
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR,1,1,0,31
r2qr1k1/5pp1/p2pb2p/np1N4/2p1PQ2/1B4RP/PPP2PP1/R5K1,1,0,0,533
5rk1/pp1b1ppp/4p3/4P3/1q1p1Pn1/2NB1N2/P2K2PP/1R3Q2,0,0,0,-401
4Q1K1/8/1pk5/p1n5/P4r2/8/8/8,0,0,0,-6
1r1r2k1/7p/2p1q1pB/p1Pn1p2/Rb2p2P/1Q4P1/4PPB1/2R3K1,1,0,0,0
8/3k4/8/3B4/2NK4/8/8/8,1,0,0,18
k1r5/pb6/4q3/3p1p2/3Q1P2/P7/1BP3PP/3K1R2,0,0,0,85
1Kb5/2PBk3/8/4Bppp/8/p5P1/4PP1P/8,0,0,0,14
8/3B4/6k1/p2b1p2/5P1p/P7/1P4P1/6K1,1,0,0,625
8/2r5/4np2/3Npk1p/R6P/P3KP2/1P6/8,1,0,0,706
r2q1rk1/pp3ppp/1bn1bn2/1B1p2B1/3N4/1NP5/PP3PPP/R2Q1RK1,0,0,0,0
r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R,0,1,0,0
1k6/ppp3q1/8/4r3/8/8/3B1PPP/R4QK1,1,0,0,20
8/8/8/8/q2k4/8/K7/3N4,1,0,0,-4
r5k1/1b1r1pp1/p2P4/1p5Q/1P1b4/P7/6PP/5R1K,1,0,0,-424
2kr3r/1ppqn1pp/p1pb1p2/4p3/3PP1b1/2P2NN1/PP3PPP/R1BQR1K1,0,0,0,-163
8/8/1p3b2/8/4k3/R4p2/PP5P/2K5,1,0,0,609
7K/8/8/8/2Q5/8/1p6/2k5,0,0,0,19
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR,1,1,0,43
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2NP1Q1P/PPP2PP1/R1B1K1NR,0,1,0,-27
1R6/4q2k/5pn1/b2pB2p/2pP2b1/p1P5/P1r2PP1/1Q3NK1,1,0,0,370
rnbqkb1r/pp1p1ppp/4pn2/2p5/2P5/2N1P3/PP1P1PPP/R1BQKBNR,1,1,0,16
4Q1K1/3n4/1pk5/p7/P4r2/8/8/8,1,0,0,-5
rnbqk2r/ppp1ppbp/6p1/3nP3/3P4/2N5/PPP3PP/R1BQKBNR,1,1,0,3
r1bqk2r/pp2bppp/4pn2/6B1/2nP4/2N2N2/PP3PPP/R2Q1RK1,1,1,0,-27
r1b1k2r/pp3ppp/1q2p3/2npP1N1/8/8/PP3PPP/R2QRBK1,0,1,0,-122
k1r5/pb6/6q1/3p1p2/3Q1P2/P7/1BP3PP/3K1R2,1,0,0,132
8/1p1N4/2b1P2k/p4pp1/P7/6KP/6P1/8,0,0,0,-392
rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR,0,1,0,24
r3k2r/1p2p3/p2ppnp1/4n1bp/5P1P/1NN5/PPP3P1/2KR2R1,1,1,0,283
r1b1k2r/1p2bppp/p2qpn2/8/2BN4/8/PPP2PPP/R1BQR1K1,1,1,0,25
2b1R3/1p6/p2r1k2/5p2/2B2P1p/2K5/PP4P1/8,0,0,0,0
7K/8/8/8/2Q5/8/1p6/3k4,1,0,0,19
3qrk2/p1r2Qp1/1p2pb2/nP1bN3/3PN3/P6R/5PPP/R5K1,0,0,0,2
r1bq1rk1/pp2bppp/2nppn2/2p5/2B1P3/2NP1N2/PPP2PPP/R1BQR1K1,1,0,0,-10
r3kb1r/pppbqppp/2np1n2/1B2P3/3P4/5N2/PP3PPP/RNBQ1RK1,0,1,0,118
r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQK2R,1,1,0,9
8/5p2/1P6/4k1p1/K3P1P1/8/2P5/8,0,0,0,13
6K1/3n4/1pk3Q1/p7/P4r2/8/8/8,0,0,0,-7
r1bq1rk1/pp1nbppp/4pn2/2pp4/3P1B2/2PBPN2/PPQN1PPP/R3K2R,1,1,0,41
r1bqk2r/pp2bppp/4pn2/6B1/Q1nP4/2N2N2/PP3PPP/R4RK1,0,1,0,-37
rn1q1rk1/pp2bppp/2p1pn2/3p4/2PP4/2N1PQ1P/PP1B1PP1/R3KB1R,1,0,0,0
r4rk1/pp4bp/n1pp1q2/3P1b2/1PP5/1QN1B2P/P2KBP2/3R3R,1,0,0,112
r2qk2r/pp1bbppp/2n1p3/3pPn2/3P4/N4N2/PP2BPPP/R1BQ1RK1,1,1,0,27
8/2nk4/5Q2/2K5/8/8/8/8,0,0,0,9
1Kb5/2Pk4/8/4Bppp/8/p5P1/4PP1P/8,1,0,0,3
8/8/8/3k4/B7/2N5/8/4K3,0,0,0,9605
rnbqk2r/pp2ppbp/3p1np1/2pP4/2P1P3/5P2/PP2N1PP/RNBQKB1R,0,1,0,21
r3k2r/1p2p3/p2ppnp1/4n1Pp/5P2/1NN5/PPP3P1/2KR2R1,0,1,0,282
7r/p3kp2/2p1pp2/2p2B2/8/6q1/PPPP4/R1BQR1K1,1,0,0,-3
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR,1,1,0,24
N2q1k1r/ppp1npb1/4b1pp/4p3/2P1P3/5N2/PP3PPP/R2QKB1R,0,0,0,81
8/p1k3p1/P3p1n1/1Pp5/2P1pP2/2K4P/4BP2/8,1,0,0,510
2k3r1/2r5/p1R5/2pN1p2/2pP4/2P3P1/P2q1P1P/1R4K1,1,0,0,2
8/8/8/8/q2k4/8/1K6/3N4,0,0,0,-4
rnbqk2r/p1p2ppp/5n2/1pbPp1B1/2p1P3/2N2N2/PP3PPP/R2QKB1R,0,1,0,-97
8/4k3/8/2KB4/2N5/8/8/8,1,0,0,25
r2qk2r/6p1/1pp1B3/3p2b1/P2P1n1p/1NB2PnP/1PP5/R3QRK1,0,1,0,-347
k1r5/pb6/6q1/3p1p2/3Q1P2/P7/1BP2RPP/3K4,0,0,0,129
r2qnrk1/bp1b4/p1p1n2p/4Npp1/1p6/PQ1P2P1/1B1NPPBP/2R2RK1,0,0,0,217
r1bqkb1r/pppp1ppp/2n5/4p3/2B1N3/5N2/PPPP1PPP/R1BQK2R,0,1,0,0
8/8/3k4/8/2B5/2B1K3/8/8,0,0,0,14
3qrk2/p4rp1/1p2pb2/nP1bN3/3PN3/P6R/5PPP/R5K1,1,0,0,2
8/1pB5/p1p5/5k2/PP5r/2P1K1p1/8/8,0,0,0,-3293
r2q1rk1/pb1nbpp1/1p2pN1p/2p5/2PP1B2/5NP1/PPQ2PBP/R2R2K1,0,0,0,82
8/5p2/1P6/6p1/K3k1P1/8/2P5/8,1,0,0,13
8/3B4/6k1/p2b1p2/5P1p/P7/1P4PK/8,0,0,0,644
r1b2rk1/pp3ppp/1q2p3/2npP1N1/8/8/PP3PPP/R2QRBK1,1,0,0,43
r2qr1k1/5pp1/p2pb2Q/np1N4/2p1P3/1B4RP/PPP2PP1/R5K1,0,0,0,520
8/3k4/4nQ2/2K5/8/8/8/8,1,0,0,9
4k2r/pp3ppp/2qrpn2/1B6/3P1Q2/2P4P/P4PP1/2R2RK1,0,0,0,501
6k1/1p5p/2pp2p1/p7/2Pb2R1/1P1PpK2/P1N2q1P/1RQ5,1,0,0,-2
8/1R2q2k/5pn1/b2pB2p/2pP2b1/p1P5/P1r2PP1/1Q3NK1,0,0,0,325
8/1p1N4/4P2k/p4pp1/b7/6KP/6P1/8,1,0,0,-391
r1bqkb1r/pppp1ppp/2n2n2/4p1N1/2B1P3/8/PPPP1PPP/RNBQK2R,0,1,0,17
8/8/8/8/B1k5/2N5/8/4K3,1,0,0,9605
7r/p3kp2/2p1pp2/2p2B2/8/6q1/PPPP4/R1BQRK2,0,0,0,-3
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R,0,1,0,20
2Q5/5Bpk/7p/8/8/8/8/6K1,1,0,0,1
6K1/3n4/1pk2rQ1/p7/P7/8/8/8,1,0,0,-7
6r1/7K/5k2/8/8/8/8/8,1,0,0,0
8/8/1K6/P7/1k6/8/5r2/8,0,0,0,-13
2r2k1r/1p1bpp2/p2p4/5PPp/3R4/2N2R2/PPP3n1/2K2B2,0,0,0,38
r1bqk2r/ppp2ppp/2np1n2/2b1p1B1/2B1P3/2NP1N2/PPP2PPP/R2QK2R,0,1,0,0
8/8/8/8/3k4/8/1K6/3q4,1,0,0,-3
k1r5/pb6/8/3p1p1q/3Q1P2/P7/1BP2RPP/3K4,1,0,0,128
r1bqkb1r/ppp2ppp/2n5/3pp3/2B1N3/5N2/PPPP1PPP/R1BQK2R,1,1,0,0
8/8/8/2k5/2B5/2B1K3/8/8,1,0,0,14
r3kb1r/pppbqppp/2np4/1B1nP3/3P4/5N2/PP3PPP/RNBQ1RK1,1,1,0,255
r2q1rk1/pb1n1pp1/1p2pb1p/2p5/2PP1B2/5NP1/PPQ2PBP/R2R2K1,1,0,0,79
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R,0,1,0,4
rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PPP2PPP/RNBQKBNR,0,1,0,8
7K/8/8/8/8/1Q6/1p6/3k4,0,0,0,19
r3k3/ppp4p/3b2p1/8/3N1r2/1P6/PBPP2bP/2KR2R1,0,1,0,-20
3K4/2P5/2k5/8/8/8/8/8,1,0,0,8
5rk1/pp1b1ppp/4p3/4P3/1q3Pn1/2pB1N2/P3K1PP/1R3Q2,0,0,0,-406
6k1/1p5p/2pp2p1/p7/2PbK1R1/1P1Pp3/P1N2q1P/1RQ5,0,0,0,-2
8/8/3k4/8/8/4K3/8/Q6R,1,0,0,3
8/8/8/2k5/2B5/2BK4/8/8,0,0,0,13
r3k2r/1p1np3/p2pp1p1/4n1Pp/5P2/1NN5/PPP3P1/2KR2R1,1,1,0,260
rnbqk2r/1p1p1ppp/4pn2/pPb5/2P5/4P3/P4PPP/RNBQKBNR,0,1,0,-66
8/1P6/8/5Pp1/K3k3/8/2P5/8,0,0,0,11
8/p1k3p1/P3p1n1/1Pp5/2P1pPB1/2K4P/5P2/8,0,0,0,475
r3k3/1p2p3/p1n1pnpr/2N1p2p/7P/2N5/PPP2PP1/2KR2R1,0,1,0,127
rn1qkbnr/ppp2pp1/3pb2p/8/2B1Pp1P/5N2/PPPPQ1P1/RNB1K2R,0,1,0,-5
8/p3kp2/2p1pp2/2p2B2/8/6q1/PPPP4/R1BQRK1r,1,0,0,-2
8/8/1p3b2/8/4k3/R4p2/PP5P/3K4,0,0,0,460
rnbqkbnr/pp2pppp/8/3p4/3P4/8/PPP2PPP/RNBQKBNR,1,1,0,18
rnb1r1k1/pp3pbp/6p1/3Bp1B1/4P3/5N2/PP3PPP/R3K2R,0,1,0,2
7K/8/8/8/8/1Q6/1p6/2k5,1,0,0,18
8/3B4/6k1/p4p2/4bP1p/P7/1P4PK/8,1,0,0,665
8/3B4/6k1/p4p2/5P1p/Pb6/1P3KP1/8,1,0,0,625
r4rk1/ppn3bp/2pp1q2/3P1b2/1PP5/PQN1B2P/3KBP2/3R3R,1,0,0,72
3Q4/1nk1RK2/1p2P3/pB6/P7/7r/5p2/8,0,0,0,0
8/8/3k4/8/2B5/2BK4/8/8,1,0,0,13
r3k2r/1p1np3/p2pp1p1/4P1Pp/8/1NN5/PPP3P1/2KR2R1,0,1,0,259
8/r7/8/5bk1/8/5B2/5RPP/6K1,0,0,0,245
8/8/4k3/8/8/4PK2/8/8,1,0,0,19
8/4k3/6K1/7P/8/8/8/8,1,0,0,11
1Q6/8/8/5kp1/K7/8/2P5/8,0,0,0,10
8/8/8/8/3k4/K7/8/3q4,0,0,0,-3
r1bqkb1r/pp1n1pp1/2pp1n1p/4p3/3PP1PP/2N2N2/PPP2P2/R1BQKBR1,0,1,0,0
r3k1nr/pp3ppp/2n1p3/8/3P2b1/P1q2N2/4BPPP/R1BQ1RK1,1,1,0,306
6k1/5ppp/pb2p3/1p2P3/1P2bPnP/P1r5/1B1Q3P/R4R1K,1,0,0,-4
8/2k2pN1/p1p4p/1p4bP/3R2P1/2PB4/KP1n4/2r5,0,0,0,-223
r2qr1k1/5p2/p2pb1pQ/np1N4/2p1P3/1B4RP/PPP2PP1/R5K1,1,0,0,586
rnbqk2r/ppp2ppp/8/2bNp3/2B1nP2/5N2/PPPP2PP/R1BQK2R,0,1,0,-189
3qrk2/p4rp1/1p2pbN1/nP1b4/3PN3/P6R/5PPP/R5K1,0,0,0,1
8/p1k3p1/P3p3/1Pp5/2P1pnB1/2K4P/5P2/8,1,0,0,519
4k2r/pp3ppp/3rpn2/1q6/3P1Q2/2P4P/P4PP1/2R2RK1,1,0,0,516
